name,steps,photos
Smoked Queso Dip,"Smoked Queso

Ingredients:
1 pound ground bison (substitute ground beef, chorizo, or sausage)
1 or 2 (10 oz) cans fire roasted diced tomatoes &amp; green chilies
1 large poblano pepper, diced (substitute jalapeno for more spice)
2 pounds velveeta cheese (or other melty block cheese)

Preparation:
Brown and drain ground bison, put in the bottom of foil pan.
Drain the canned tomatoes and chilies and add to the top of the meat.
Dice poblano pepper and add to the mixture.
Cut cheese in to blocks and add to the top of the foil pan.
Run the smoker at 250°F, we used Texas Smokehouse Post Oak.
Very versatile, no matter what other dishes you're cooking.
After 1 hour smoked, stir the queso.
Pull the smoked queso after 1 hour and 30 minutes.

Tip: add to slow cooker on low for serving long term melted cheesy goodness! Also, adding a little milk to the queso when it starts to seize up will revive it immediately once stirred in.

More images: https://www.maizeandhoney.com/2021/02/06/smoked-queso/","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Tart with Vanilla Cream and Berries,"
You will also need approximately 600 g of fresh berries (in my case I used blackberries, raspberries and currants), a dose of gelatine for cakes, and a small dose of apricot jam.


* Powdered Sugar: 100 g
* Whole Eggs: 40 g
* Egg Yolks: 40 g
* Vanilla Extract: 2 g
* Grated Lemon Peel: 2g
* Salt: 2 g

Basically, it is a variant of the standard pastry cream, with the difference that we leave the seeds and the vanilla bean in the milk at a high temperature (the berry will then be removed before adding the other ingredients).

* Milk: 500 g
* Caster sugar: 80 g
* Egg yolks: 100 g (approximately 5 large eggs)
* Flour: 18 g
* Cornstarch: 18 g
* Vanilla beam: 1

Put to boil the milk together with the seeds and the empty beam of vanilla.

The shell is cooked in two steps: for the first 15 minutes with the weights, for the remaining 10 minutes without the weights. The oven temperature must be 170 ° C. Static oven with closed valve.

Once cooked, remove the shell from the oven and let it cool before separating it from the mould.
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Mini Cheeseburger Muffins,"Link to the recipe with more info and images: [Mini cheeseburger muffins](https://delightbaking.com/mini-cheeseburger-muffins/)

**Total ingredients needed**

* 415 g All-purpose flour
* 8 g Salt
* 8 g White sugar
* 11 g Yeast  Fresh
* 270 g Milk  3,5% fat
* 300 g Ground beef
* 1x Onion (small)
* ~80 g Tomato ketchup
* ~80 g Cheddar cheese
* ~10 g Canola or sunflower oil
* 3x Gherkins
* Salt
* Pepper

* Let your mini cheeseburger muffins cool in the cupcake cups for 10 minutes
* Afterwards add some gherkin slices and tomato ketchup on top","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Fried Oyster Po'Boy,"RECIPE

* FOR THE OYSTERS
* 1 Pint Oysters, shucked (about 4 dozen)
* 3 Large Eggs
* 2 Tbsp. Cream
* 1 Tsp. Garlic Powder
* 1 Tsp. Onion Powder
* 1 Tsp. Black Pepper
* 1 Tsp. Creole Seasoning (low salt)

### Instructions

1. Shuck oysters (if they are not already done so.)
2. Take eggs, cream, garlic powder and onion powder and beat until combined.
3. Add cornmeal mix, creole seasoning and black pepper and stir well to combine.
4. Take the oysters and drop into the egg mixture, then coat in the cornmeal mixture.
5. Fry in peanut oil that is 350°F for about 2 minutes only.
6. Remove immediately and allow to drain on paper towel.

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Clay Pot Rice w/ Chinese Sausage and Cured Pork Belly,"Ingredients:

1. 1 cup rice
2. Chinese cured sausage and pork belly. As much or as little as you like
3. 1 green onion
4. 2 cloves of garlic
5. 1 egg

1. Rinse and soak the rice for 30 minutes.
2. In the meantime, mince the garlic and finely chop up the green onion. Slice your cured meats thinly.
3. After the rice is finish soaking, mixed the garlic and the green onion whites with the rice.
4. Add water to just above the level of the rice (this is going to be less than you need to make rice normally). Place your sliced meat on top.
5. Cook the pot with lids closed on high for 10-15 minutes depending on your stove. At this point your rice should be done cooking.
6. Crack an egg on top and cook on medium to medium-low heat for another 10 minutes. This is to allow the egg to cook and the rice to crisp up on the bottom.
7. After the time is up pour in your sauce (use more or less depending on your preference). Mix. As always, please enjoy :)","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Spicy Buttermilk Fried Chicken Sandwich,"
**\[RECIPE (4 SANDWICHES)\]**

**INGREDIENTS:**

**Buttermilk Marinade**

* 4 pieces boneless skinless chicken thighs, pounded to even thickness
* 1 cup buttermilk
* 2 tbsp Sriracha, or your favorite hot sauce
* 1 tsp each salt, pepper, garlic powder

**Flour Mixture**

* 1 cup all-purpose flour
* 3 tbsp cornstarch
* 1 tbsp paprika powder
* 1 tsp each salt, pepper, garlic powder, cayenne powder

**Sriracha Mayo**
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Heart Shaped Strawberry Milk Custard Steamed Buns for Valentine's Day,"

**Ingredients:**


* 60ml warm strawberry milk
* 1/2tsp yeast
* 1tb sugar
* 1tsp vegetable oil
* 100g all-purpose flour

**Instructions:**

1. Start by making the strawberry milk custard. Beat two large egg yolks in a bowl, then whisk in 1tb of sugar and 2tb of cornstarch.
2. Heat 180ml of strawberry milk in a saucepan on medium heat until wisps of steam just start to appear. Gradually whisk in the hot milk to the egg yolks. Start with a small amount, a couple tablespoons worth, and then slowly pour in the rest of the milk while whisking. Take it slowly so as to not scramble the yolks. You can use more milk to make the custard runnier, but a looser custard will be hard to work with.
3. Pour the custard mixture back into the saucepan on medium heat. Keep whisking the custard until it thickens completely. Nothing will happen at first, and then things will suddenly start to thicken. Lift the saucepan off the heat to stay in control if needed.
4. Move the custard into a bowl and cover with plastic wrap and let cool. When the custard is cool enough to handle, divide into four and roll each portion in a flat ball. Cover again and let rest in the fridge until the dough is ready.
5. Make the dough. Add 60ml of warm strawberry milk to a bowl, then add 1/2tsp of yeast, 1tb of sugar, 1tsp of vegetable oil, and 90g of all-purpose flour. Mix until a dough forms, and then knead the dough for about 10min or until smooth. Add the remaining 10g of all-purpose flour if needed. Form into a ball, cover with plastic wrap, and let rest at room temperature for about 2 hours or until doubled in size.
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Creamy Basil Pasta,"
**INGREDIENTS**

· 4 Cups of Pasta

· 4 Cups of Broccoli Florets

· 4 Handfuls of Watercress

· 2 Cups of Sun Dried Tomatoes

· 1 Medium Sized Onion

· 1 Big Red Bell Pepper



**METHOD**

1. Boil Pasta as per instruction on packaging. Reserve a cup of the starchy water, set aside

2. Whilst pasta boils put all the sauce ingredients in a high-speed blender. Blend till smooth, set aside

3. Put Olive oil in skillet wait till hot, add the Onions, Bell Peppers, 1 tsp. of Salt and 2 tsp. of Black Pepper. Cook for about 3 Minutes, till the vegetables soften

4. Add Sun dried Tomatoes and Watercress, Stir till Watercress wilts, about 2 minutes

· If you buy Sun Dried Tomatoes that is stored in oil, dab the oil with a kitchen towel or simply take them out of oil and refrigerate the night before

5. Add Broccoli, Sautee for about 30 seconds
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Boba Milk Tea Tang Yuan,"### INGREDIENTS

Milk Tea Lava Custard

* 1 cup whole milk
* 3 tbsp black tea
* 1/2 cup granulated sugar
* 2 egg yolks
* 1 tbsp coconut oil
* 2 tbsp cornstarch
* 1 tsp all purpose flour


### INSTRUCTIONS

Milk Tea Lava Custard

1. Pour the milk and sugar into a small s
3. Allow the tea leaves to steep in the milk for \~7 minutes 
4. In a small bowl, combine the flour and cornstarch
5. In another bowl, melt the coconut oil and whisk it together with the egg yolks
6. Pour the dry ingredients into the whisked egg yolks and mix until combined
7. Once the tea is done steeping, strain out the leaves and then slowly pour in the warm milk into the egg yolk mixture, 1/4 cup at a time, and whisk together
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
How to make rice with 3 flavors and 3 colors,"You can find the full recipe here :  [How to make rice with 3 flavors and 3 colors](https://youtu.be/i0kOMnJvSWI)

GREEN RICE

**Ingredients**

* 1 cup of Basmati rice
* 2 cups of boiling water
* 1 green pepper -some chives
* 2 cloves of garlic
* Parsley

**Instructions**

* In a bowl put parsley, 1 green pepper, 2 cloves of garlic, chives, salt, black pepper
* Add 1 cup of water
* Blend very well in a food processor
* In a saucepan, sauté the chives or 1/2 onion, 2 cloves of garlic and oil
* Add 1 cup of washed and well drained rice
* Fry the rice over low heat, without stopping stirring for 3-5 minutes.
* Add the mixture to the rice and boil 1-2 minutes
* Add 1 cup of boiling water and stir
* Cover and boil, without stirring, for 8-10 minutes On low heat

After 8-10 minutes, remove the casserole from the heat, stir and let stand 2 or 3 minutes
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
"How to make Caprese, An Italian Flourless Chocolate Cake - GLUTEN FREE-","
INGREDIENTS for a springform pan 22 cm diameter

* 50% dark chocolate to be grated 170 g
* Peeled almonds 85 g
* hazelnuts 85 g
* powdered sugar 170 g
* Softened butter 170 g
* Potato starch 25 g

**INSTRUCTION**

* Add a pinch of salt and work the mixture until it is well fluffy
* Transfer the mixture in a mixing bowl
* Now in the stand mix put 150 gr of egg white and 85 gr of powdered sugar start working the egg whites until they are well whipped
* Add a third of the beaten egg whites to the egg yolk and butter mixture, then a third of the powdered ingredients mixing gently from the bottom up.
* Gradually add a third of the egg whites and a third of the powders and continue in this way until you get a uniform mixture.
* Pour the smooth and creamy mixture into a springform pan ( 22 cm diameter ) already buttered and floured with potato starch. Carefully level the surface and bake in oven at 170° for about 45 minutes .
* Let the cake cool down then sprinkle it with powdered sugar.you can enjoy the caprese with classic or zabaione custard

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Chocolate bundt cake with coffee glaze,"
**Ingredients**

* 240g (2 cups) all-purpose flour
* 40g (½ cup) Dutch-process cocoa powder
* 1 tablespoon baking soda
* ½ teaspoon sea salt
* 60g (2 oz) bittersweet chocolate, chopped
* 150ml (¾ cup) vegetable oil
* 1 teaspoon vanilla extract
* 100g (½ cup) granulated sugar

**Directions**

**Cake:**

1. Preheat the oven to 175°C (350°F).
2. In a medium bowl, sift the flour, cocoa powder, baking soda and salt to remove lumps.
4. Whisk in oil, vanilla extract, granulated sugar and brown sugar to melted chocolate until smooth, then add egg and mix.
5. Add half of the flour mix from step #2 to the chocolate mixture and mix, before adding 1/2 cup of coffee and 1/2 cup of buttermilk and whisk until smooth. Add the remaining dry ingredients and mix, then add coffee and buttermilk and whisk until smooth.
6. With pastry brush or fingers, oil a 12-cup bundt pan with vegetable oil, making sure to get all the crevices and up the middle. Use a paper towel to blot any excess oil. Sprinkle 1 tablespoon of cocoa powder on the pan and standing over a sink, slowly rotate the pan and allow the loose cocoa powder to roll over the pan, up to the edges. Flip the pan over the sink and slap the bottom with the palm of your hand to remove any big patches of cocoa powder.
7. Pour the batter into the prepared pan and bake in the lower third of the oven for about 40 minutes, or until a toothpick inserted in the centre of the cake comes out with a few moist crumbs attached.
8. Remove cake from the oven and let the cake cool on a rack for 10 minutes, then place a large plate over the bundt pan, turn it out and let cool completely.
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Air Fryer Korean Style Chicken Wings,"Haha, not sure if it's a coincidence but I've seen a couple Korean-inspired recipes here. Love to spread the love. These are air fryer chicken wings, so faster than baking and healthier than frying. Recipe below:

### Equipment

* Air fryer

### Ingredients

* 1 lb chicken wings (0.5kg)
* 1 tsp salt
* 1 tsp paprika
* 2 tbsp gochujang
* 1 tbsp rice vinegar

### Instructions

* Pat chicken wings to dry. Season with salt, garlic powder, paprika, and cover with baking powder. Toss to coat evenly.
* Air fry for 20 minutes at 400°F/205°C. At the 10 minute mark, use tongs to turn your wings so they are evenly cooked on both sides.
* Mix gochujang, rice wine, honey, toasted sesame oil in a bowl, use water to thin the sauce out.

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
I experimented with marite on wings and it turned out awesome.,"You can get the original recipe [here](https://braisedanddeglazed.com/marmite-and-chili-baked-chicken-wings/).

### Ingredients

* 500g chicken wings 10 wings
* 1 tsp marmite
* 1 tsp chili
* 2 tsp palm sugar or brown sugar
* 1 tsp smoked paprika
* ½ tsp black pepper
* 2 tbsp peanut oil or any high-smoke point oil (canola, grapeseed, etc.)
* 1 tsp red wine vinegar
* ½ tsp sea salt

### Instructions

* Mix all of the ingredients thoroughly in a bowl. Let sit for 10 minutes. Alternatively, you can marinate these overnight.
* Set the oven on high convection to 220°C/ 425°F
* Line the chicken wings on a baking tray making sure not to overcrowd the tray.
* Roast the chicken wings for 20 minutes. Then turn over the chicken wings and finish on the other side for another 10 minutes.
* Let the chicken wings rest for 5 minutes before eating. Enjoy!","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Korean Tofu Kimchi with Pork,"Dubu (ie. tofu) kimchi is a popular anju in Korea, which means it pairs nicely with alcoholic drinks such as soju or makgeolli. This dish consists of soft tofu and well-fermented sour kimchi that is stir-fried with pork. If you'd prefer to leave out the pork, that is fine too! For a more filling meal, you can serve dubu kimchi over rice.

**3 minute tutorial:** [https://youtu.be/qM4lL5bWwQQ](https://youtu.be/qM4lL5bWwQQ)

INGREDIENTS For 2-3 servings:

* 1 onion, sliced
* 3 scallions, cut diagonally (finely chop the green part of 1 scallion for garnish)
* 1 block of tofu, medium slices (1/2 inch thick)
* 0.75 lb sliced pork butt
* 1 tbsp brown or white sugar


TIMESTAMPS &amp; INSTRUCTIONS

1. On Medium heat, add 2 tsp oil
2. Stir-fry the pork until its half-way cooked
3. Add the brown sugar and stir for 5 minutes
4. Add the kimchi, minced garlic, and red chili pepper
5. Cook for 10 minutes
6. Add the onions, 1/2 cup of water, soy sauce, scallions, sesame seeds, and sesame oil, and stir well!
7. In a pot, place the tofu in enough water to submerge them
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Korean Shrimp Burger,"
**\[RECIPE (2 SERVINGS)\]**

**Ingredients:**

* 16 (180g) large shrimp, half finely minced, and half diced
* 2 tbsp onion, chopped
* 3 tbsp all-purpose flour
* 1 tbsp water, add more if needed
* 1/4 cup all-purpose flour, to coat the patty
* 1 large egg, beaten
* 1/2 cup panko bread crumbs
* light pinch of salt and pepper

**Directions:**

**Shrimp Patty**

1. Prepare three separate trays with flour, egg, and panko bread crumbs.
2. In a small mixing bowl, add shrimp (half minced and half diced), onion, a small pinch of salt and pepper, and mix together.
3. Carefully coat each patty with flour, egg, and bread crumbs in order, making sure each side is evenly coated, shaking off any excess. Set aside for 10 minutes before frying.or until golden brown. Remove from oil, and place the mozzarella cheese slice on top to melt in the heat.
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
"Mushroom Risotto using Oyster Mushrooms, Dried Chanterelles and Button Mushrooms! (OC)","I'm not sure if it's traditional to serve salads with risotto, but I added a refreshing tomato, shallots and lime-zest salad to cut through the richness of the risotto =!

**Ingredients for the Risotto**

* Two shallots
* 400 grams risotto rice
* 200 ml white wine
* 1.2 l mushroom/vegetable broth
* salt/pepper to taste
* 200-400 grams mushrooms (have some fun and the quantity is to your liking)

**Directions for the Risotto**

There's not much to the mushroom risotto; I started by frying some shallots in a couple of tablespoons olive oil. After a minute or two I'll add 400 grams of risotto rice, and after another minute I'll cook the alcohol off from 200 ml of white wine. You follow it up by letting the risotto rice soak through 1.2 L of mushroom broth.

In a separate pan, you cook down the mushrooms, reducing the moisture. Because I was also using some dried mushrooms, I added those into the risotto, last second, and cooked them for 3 minutes. When you're happy with your mushrooms, season to taste, you add them back to the risotto, and you're ready to serve. At this step, you can also add some parmesan, but my version was vegan.

Enjoy!","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Lemon Mug Cake!,"Ingredients:
31 grams of all purpose flour
25 grams of granulated sugar
3 grams of baking powder
pinch of salt
6 gram of lemon zest
30 grams of melted butter
4 milliliters of vanilla extract
Half lemon juice
Egg

Instructions:
1. Get a mug and add 25 grams of granulated sugar, 3 grams of baking powder, pinch of salt, 31 grams of all purpose flour, 6 grams of lemon zest, 4 milliliters of vanilla extract, 1 egg, half a lemon juice and 30 grams of melted butter. Mix everything
2. Microwave for 1 minute (1000W).
3. Finally, add lemon zest on top. Enjoy!
4. Video instructions on Youtube Lemon Mug Cake","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Baked Rice with Milk," You can find the full recipe here :  [Baked Rice with Milk](https://youtu.be/v73EvGQYCls)

 **Ingredients:**

* 1/2 cup of rice (100 g)
* 5 cups of milk (1250 ml)
* 1 cup of water (250 ml)
*  1 cup of sugar (200g) to taste
* 1/2 cup of milk (120 ml)
* 1- 1/2 tablespoon cornstarch (0 g
*  1 teaspoon vanilla or (cinnamon)

  **Instructions**
* In a saucepan put, 1/2 cup of clean rice, washed, and 1 cup of boiling water
Cover and cook over low heat, until evaporate the water
* Add 5 cups of milk and stir every 5 minutes so that the rice does not stick to the casserole
* After 15-20 minutes add 1 cup sugar and vanilla
* Add 1/2 cup of milk, 1 tablespoon and 1/2 cornstarch (well mixed)
*  Mix quickly, to avoid lumps
* Pour the rice into suitable pots or containers for the oven
*  Bake in the upper part of the oven until that has a golden color on top
*  Let cool to room temperature, cover and refrigerate","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Pressure Cooker Taiwan Braised Pork Rice Bowl,"### Ingredients

* 3 eggs boiled and peeled
* 450 grams pork belly sliced thin
* 1 tbsp Shaoxing wine sub dry sherry
* 1 shallot diced
* 2 scallions chopped
* 2 cloves garlic diced


* Boil 3 eggs. Cool in an ice bath and peel. Set aside.
* Slice pork belly into thin strips, about 1 cm in width. Marinate in shaoxing wine for 20 minutes.
* Heat your skillet and saute the pork belly. Continue to stir and use a spatula to scrap the brown bits. Wait until the natural oils begin to heat up on the pan.
* Add in diced shallots and cook until shallots have released their fragrance.
* Added in scallions and garlic. Stir until garlic has begun to brown.
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
